Crime ID,Month,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category
012b37ed3838330b5992d9aa47263c60a811138c6b3cee381ffa374df25cb7a0,2014-04,-3.108876,51.003117,On or near Marston Close,E01029303,Taunton Deane 010E,Drugs,Offender given penalty notice
264de8b10d00f8bcbf9f30e5b2323b939a42eb95c0f10d77e22f313769873332,2014-04,-3.118677,51.012412,On or near Parking Area,E01029302,Taunton Deane 011D,Drugs,Offender given a caution
4ef964ce5f35544a046cf21f57b2e31e35f42091bccf2ff93bc0392c6430d147,2014-04,-3.231574,50.984811,On or near Penny Close,E01029311,Taunton Deane 012B,Drugs,Offender given a caution
b8c9ddc76af593800a650939d8897ffef075c5dbac968e12ba976dc50db26350,2014-04,-3.091633,51.004413,On or near Sports/Recreation Area,E01029296,Taunton Deane 014D,Drugs,Offender given a drugs possession warning
6d286adb4709c13d31299f131084b756760cf99e616d87b9162d450502db048d,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
b01ad87b6d586ad88d19eea8c4bb5db58b7025f1a5f7afdf9ac2f4e6299f1a9e,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
5e7d718438822bf38eb03161e48632220ad519fea0d09cb503c15aabc834692d,2014-04,,,No Location,,,Drugs,Offender given community sentence
3447919e95f77309a3cb8a5965f456adb717c145244c701cceb384f489369479,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
b07a76a5deaa31ca61a07b908e05ef94b23ac07dd686400373ca20bc44575b4a,2014-04,,,No Location,,,Drugs,Offender fined
8a5bfabe661ca538f0a31d3b4c71986c3b285c43b6055f646424c5f596fa1e8c,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
8d4fa3aaf88ccf0284ad82c998bb1f610c81e9107938ba4492ac24da28018575,2014-04,,,No Location,,,Drugs,Offender fined
1c3de248024c66d424424c1de2fd858a1025ef91ffbdba9d6b91b4156b23a060,2014-04,,,No Location,,,Drugs,Offender given penalty notice
b49d5571f0158da1507b6044a44e74671e4189882c9abda4b2f5cb4f85705a41,2014-04,,,No Location,,,Drugs,Offender sent to prison
6a55dfd21d66bcf35970221a1ca5c3796aceb6606c3bb684c61ad32e76c53e55,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
b62f95068cf8d7b56f8845f95ed6decf93d199a696a5ed92d29a3515b17fd09a,2014-04,,,No Location,,,Drugs,Offender fined
753e8c17221624261f98731758c141ed562c48526f005ed0b8484a13b4bc5b9a,2014-04,,,No Location,,,Drugs,Offender given a caution
bf2ca2df5beb21248516457637e5d9db610a28d64afaa73ded1e801b3ce647b2,2014-04,,,No Location,,,Drugs,Investigation complete; no suspect identified
881db8f41c379baa30aeda8fe038481cce698f8443cfb61e1d867f8833d1730e,2014-04,,,No Location,,,Drugs,Offender given a caution
0f45695dce5188fcae1dbeea47902380e7d44b5f49992d2c425814d5b2d192d6,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
0d1a5e7de02b57eec82e832f87f8a9f5b1795bfdf9e0c5eeb59745db4883228b,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
e0bcbd0f6c3f47c36ff026ec6c70d7fa7553f0c1cb69503b0fdf2335fae37e87,2014-04,,,No Location,,,Drugs,Offender given a caution
0f967740cd8063452eafe4910f4effb5400b899fbbf2adef0c26fa941283d617,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
7a0b30b6d54fe9b56f1528781cbc5bd5b651c1eeaaaa37a95543dc23bdd991f1,2014-04,,,No Location,,,Drugs,Court result unavailable
fc7b4e653aaac3b6b678f79a693351047f43e53d9535e54be9bc6e4de9dd56d1,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
88554b5901301097ce91a9b29f73c2101624994dfd96b837e0c11e9f11256e27,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
4fe8d9fdca20490bcde0abfb89c248179ae19b1b32d86fb9e878c4276c2804dc,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
45202b1a7db4c8c82735333750fa485f829953cce133be4509d51ee81126c863,2014-04,,,No Location,,,Drugs,Court result unavailable
2ffc31b33423b5ff3b2f90d8168e07248dfc13a1600b4ed57392c56de506a7d6,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
0801ed11356dcf8cd3ce11b750354a4ea201ff55b1ac2c80ea74f938c6b28de9,2014-04,,,No Location,,,Drugs,Offender given a caution
560d8b44496f5b5fbd08927142a2a998d294b7ddb3c858254a965ce3b29d5187,2014-04,,,No Location,,,Drugs,Offender given a caution
95c998deb101ac115380750ef0a65daed8c5f3b17c5c8ea35d9c5c398c98b5ac,2014-04,,,No Location,,,Drugs,Offender given a caution
af18f499d5b800981bf618f4bcb049e674c0d7e131300b0469ba746cf38d48de,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
e4f6e03df6833d79eb2f42e2623f630cac81c82979e8e87f66cfa046d3e0d217,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
56d86ad45b07c17f6cd8ead19e94bcbce8dd7eecf4ac7d01a21785aac3890686,2014-04,,,No Location,,,Drugs,Offender given a caution
ca58c146dbf47ecd7be8aa15afbd1843574d5d9fa5120242fbadeb53b2f22435,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
499c41af755371484008e834ca93337c5dc2bbc789eee36ad514dffc3e0b35bb,2014-04,,,No Location,,,Drugs,Offender given penalty notice
d18cec3e7b0a3112ecb6cbd96a078e4b31100de5ff274135ff0dc8fd78b73f30,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
a4e8e4a08f2a70d3cbdbfdf5d4ecbee4e6545ef8c51a5cc1c99cf58840fe61e7,2014-04,,,No Location,,,Drugs,Offender given a caution
c8d1ffdd542fa1ea8a85cfcd8c932665b923f80bafa3238e7da5f292de79627e,2014-04,,,No Location,,,Drugs,Offender given a caution
bad9d4522323700d764e462ce9f401fa731af93600a4c33a92a0c79346f416e4,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
2df75548fc25d3f448f5c3bca96c7e2ca921901947d03f60df98d18db0e51cb4,2014-04,,,No Location,,,Drugs,Offender given a caution
7c2956f2c14a85840f9244e845c052dc48ec8e4249a24f1b86910ccc242753d4,2014-04,,,No Location,,,Drugs,Offender given a caution
fd92c282622ab61291958615a2bf6390024d29cf2c47f19763346cee8f960240,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
bc9bd23a4ba0a2b15f92e86643d5eb8de336c4d8c4cb252c43d66474a5fb6858,2014-04,,,No Location,,,Drugs,Court result unavailable
1a28d9d7d8c91fc388294971343748ecd3f5ad49e106fbd17346afff299b2f93,2014-04,,,No Location,,,Drugs,Offender given a caution
6b24d9a07e0f14bf745703af00983467abcb46e4c4332ebbb85855b322b4899b,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
d03ec679c493a4e328681c5a9a5ef2321591d46a67e3cfdaea836e9c280563db,2014-04,,,No Location,,,Drugs,Offender given a drugs possession warning
79a6cf14997d9e30fdf8cd784d4f2280f5f04adb61651e2ef8e52f1255e96e2f,2014-05,-2.506835,51.410554,On or near Kelston Road,E01014401,Bath and North East Somerset 001C,Drugs,Offender fined
5d6121134525ddfce1015e80b14d931388d39b1614650f8338536f771a520c1a,2014-05,-2.358051,51.377529,On or near Parking Area,E01014371,Bath and North East Somerset 007B,Drugs,Offender given a caution
2836398e4b18f4b80ef6c6f99cc4d5465c6921e993c4c2d111c3d6b6c9041e2b,2014-05,-2.36285,51.388349,On or near Morford Street,E01014414,Bath and North East Somerset 007F,Drugs,Offender given a drugs possession warning
68fc98c2b20a6e390d8e8ca5d00bd3ea0abe14747ec40d1b3e96955101df3ce0,2014-05,-2.348527,51.415493,On or near Blacksmith Lane,E01014375,Bath and North East Somerset 010C,Drugs,Offender given a caution
7e487a8e401b649327bbb4fb67591c4c71949fb217f30f0d12bd06f857d563ab,2014-05,-2.407099,51.381909,On or near Day Crescent,E01014463,Bath and North East Somerset 011C,Drugs,Unable to prosecute suspect
20a03658cfcd5693f815fb8bde73ed5bd23e6af8355ea92a52245f445b779081,2014-05,-2.401168,51.382289,On or near Carrs Close,E01014464,Bath and North East Somerset 011D,Drugs,Offender fined
d4e16c634b7b7918f967a2dff8f469ff733368985001a94a9ee5544d0d201ffb,2014-05,-2.397263,51.381098,On or near How Hill,E01014464,Bath and North East Somerset 011D,Drugs,Offender given a caution
46af9166738c0e7ab0cd9db5e30a3e1e35587bf02bfa8dab4d3f1e206116319f,2014-05,-2.330581,51.375649,On or near Oakley,E01014380,Bath and North East Somerset 012A,Drugs,Offender given a caution
09f061fc8335e727588abb038589c40a76281aec3d52b6adb9f1bd1365a35b5d,2014-05,-2.365045,51.37712,On or near Wells Road,E01014481,Bath and North East Somerset 012C,Drugs,Offender given conditional discharge
a51ed186e9d1f4caef01e0598e2d6a2ca942f295f1780fd6e461366f6354c0f2,2014-05,-2.355232,51.380855,On or near North Parade,E01014483,Bath and North East Somerset 012E,Drugs,Offender given conditional discharge
e681d8313f4737fa5126ef944ec8076620c6acbad7cfa7bd8d9a4bf2cac2d6e3,2014-05,-2.381941,51.358094,On or near Shickle Grove,E01014431,Bath and North East Somerset 019A,Drugs,Offender given community sentence
c142e6bad992c9e003bd90234bfd7a1975db2276d6656faf037ac3d8b26d9fc6,2014-05,-2.502771,51.307364,On or near Church Lane,E01014440,Bath and North East Somerset 023D,Drugs,Offender sent to prison
29a79785c54cc6962111704de035516deba52336242af89ccc354925086b79b6,2014-05,-2.47856,51.287135,On or near Rackvernal Road,E01014423,Bath and North East Somerset 025D,Drugs,Offender given a caution
e47b46a94dfa423c2cf1c92bc08ce18a099ed9b0c70b043b24fe2f2136c3b238,2014-05,-2.618166,51.5139,On or near Wolfridge Gardens,E01014601,Bristol 001A,Drugs,Offender given a caution
84670669616bc3c538f5f8a1992714cc6f5e0d246b4642e6cb17e7a368c87656,2014-05,-2.603239,51.505337,On or near Keswick Walk,E01014689,Bristol 002B,Drugs,Offender given a caution
f951da85fbc46cb96a72bfcf2836f182e45c64b5dd04d73fba6852ff0b4fa5ad,2014-05,-2.6675,51.493578,On or near Mancroft Avenue,E01014497,Bristol 003A,Drugs,Offender given a caution
ab8b6a0309c7997cccfeebca2d0b2e8513988cd93c5758899afb6b727c2aa394,2014-05,-2.657109,51.503204,On or near Further/Higher Educational Building,E01014638,Bristol 003C,Drugs,Offender fined
06f723ae2526e95f1866a6b6f748e6d1c93fd4f7bc637a52f5bfd9d605294b3b,2014-05,-2.644684,51.504829,On or near Vincent Close,E01014639,Bristol 003D,Drugs,Unable to prosecute suspect
e594dfca9e5bd495dcb0b0a2d75a44ec3bdd37645e5e0b013a5ab426dce54115,2014-05,-2.654124,51.506062,On or near Aylminton Walk,E01014640,Bristol 003E,Drugs,Offender given a caution
f007a5deda4adf6bfe719977f8ed212a89dcf93363d072c7148cadbcbb0a5f89,2014-05,-2.580971,51.496817,On or near Filton Road,E01014632,Bristol 004B,Drugs,Offender given conditional discharge
c36dbec12584cdc6f29d1950ea5af860e2e30e1b6a77438a4986263c99e54a51,2014-05,-2.595928,51.498217,On or near Southmead Road,E01014633,Bristol 004C,Drugs,Offender given a caution
5520588ccbacae835d0b4bc224c6c793e8767bb30dc68370d302a0f6c095f3e2,2014-05,-2.589967,51.491782,On or near Bishopthorpe Road,E01014636,Bristol 004D,Drugs,Offender given a caution
83d462b74931a8950e63cad6294c747c6bbd3094e3aab96fdd0fc637269ce215,2014-05,-2.595297,51.490694,On or near Wellington Hill West,E01014636,Bristol 004D,Drugs,Court result unavailable
f0e26ea5d5de789768a48b908e452e7688cdb310f36547746fc9ee2098a2b9fe,2014-05,-2.575007,51.496829,On or near Beechcroft Walk,E01014630,Bristol 005A,Drugs,Offender given a caution
c750ef0348ef0c7fcaa85397e6d4e6fe19d84e533670d624f307761b45bd33a7,2014-05,-2.673908,51.489558,On or near Mead Close,E01014492,Bristol 008A,Drugs,Court result unavailable
1e0137df9c7d9f8647f45055d6171aae13929a13c41441c85cf1bb01285108c9,2014-05,-2.675106,51.489749,On or near Penpole Avenue,E01014493,Bristol 008B,Drugs,Offender otherwise dealt with
90dac7648a98fa4205c8fa2ae10c146f04cce8f50f83420f7fe94975c7fd66da,2014-05,-2.691834,51.495802,On or near Pages Mead,E01014499,Bristol 008F,Drugs,Offender fined
b1ac64c2074846d2d45086fc6808fd9b9e05f4f34eba74816fb1b72ed8f9e810,2014-05,-2.583283,51.491717,On or near Bayswater Road,E01014635,Bristol 010B,Drugs,Offender given a drugs possession warning
739d7b75b4e932e888ab87195b0b6f7a9013c89dcb5933a329c1f617a816e468,2014-05,-2.586544,51.48546,On or near Pitt Road,E01014637,Bristol 010C,Drugs,Court result unavailable
401d57b038d3faef12653351af76b9e015d5c598a06829ffc4ef4762767bfb6b,2014-05,-2.605229,51.492406,On or near Southmead Road,E01014618,Bristol 011C,Drugs,Offender given conditional discharge
810f5d065d111706a6fa39ab02daab38c4b014d8461ca57a24d82a9d692e7d68,2014-05,-2.605229,51.492406,On or near Southmead Road,E01014618,Bristol 011C,Drugs,Offender given a caution
a4d6826376bb86e27c825d7d43aac02b105dbb212792aa618b3252b1e2fd0c19,2014-05,-2.629474,51.475922,On or near Bishops Close,E01014709,Bristol 015A,Drugs,Offender given a drugs possession warning
2269cba1dd7f9c1c82cb31507f242b0ddffa7e21b99eff17050436b3385663ee,2014-05,-2.625649,51.480484,On or near University Close,E01014714,Bristol 015F,Drugs,Offender given a drugs possession warning
0a647209c978cee9086fbf3a034e73cbd5c32be0e5643c526bfd85f85c1f3bc1,2014-05,-2.608183,51.480602,On or near Howard Road,E01014621,Bristol 017B,Drugs,Court result unavailable
5a05d7a7c33e89deea60c820f6a8905e0204c464129dad1158f3b020c7dcdaa1,2014-05,-2.517974,51.469886,On or near Lodge Hill,E01014624,Bristol 018A,Drugs,Offender given penalty notice
892004b5800177aca1f575ee35a4121d3191dac1c743e03df189a7ad814f142e,2014-05,-2.538407,51.477545,On or near Parking Area,E01014572,Bristol 019A,Drugs,Offender fined
48eb07d42fd1e07202d847d3ba472f58a80a7ba58a568078da3cc58e4b685025,2014-05,-2.544958,51.473927,On or near Marlborough Avenue,E01014573,Bristol 019B,Drugs,Offender given a drugs possession warning
b025bd7f1a1faf0397de0acdfc8e3f4480f9bef0b922f21d0f4f7ea6cfac5458,2014-05,-2.551767,51.472564,On or near Royate Hill,E01014575,Bristol 019C,Drugs,Offender given a drugs possession warning
d8ffd80bc4401003a3ca20619c5d9d74697ed6aded37030b2ac1144897618e70,2014-05,-2.584312,51.474214,On or near Sports/Recreation Area,E01014491,Bristol 020B,Drugs,Offender given a caution
ae8226870fb7eb773ac5a847b2288eb00b74953081a943695b64c4c4e8efa978,2014-05,-2.530257,51.470092,On or near Holly Close,E01014626,Bristol 021C,Drugs,Unable to prosecute suspect
ee1198860d0771f95974b7116eab78624a914c3fbb105522ed4f71ad9aa9a413,2014-05,-2.539363,51.469502,On or near Foundry Lane,E01014626,Bristol 021C,Drugs,Offender given a caution
142bff0e4c8afb11cd8eec3e3c90287e594592ade636b1cbcbf834b7016016b5,2014-05,-2.599971,51.464918,On or near Further/Higher Educational Building,E01014557,Bristol 022A,Drugs,Offender given a drugs possession warning
cc47767ff24336e78b362e48e2a31ad78932cc29edd5e38cbd38f237a533f476,2014-05,-2.605868,51.467819,On or near Chandos Road,E01014560,Bristol 022D,Drugs,Court result unavailable
f53b2bb19ce0fc68cc3e1bd26cd638d1e62bb2775ae3770a380dacd4ccbb02e9,2014-05,-2.588982,51.466763,On or near Parking Area,E01014489,Bristol 023D,Drugs,Defendant found not guilty
aaebf08c0dca2c305ca60a7ab5933b231d461a10241c76ff2d7821638e023eeb,2014-05,-2.58184,51.461,On or near Petrol Station,E01033347,Bristol 023F,Drugs,Offender given a caution
0fffede2d5dcdf22da84d3c5c455a1f51cb6c6324fcf3ce1326c1068f4559eec,2014-05,-2.592225,51.460372,On or near Charles Street,E01033342,Bristol 025E,Drugs,Offender fined
98f7c94f603cf2dcdac1bede27809a235199c2a5710bb624669ed68caddba627,2014-05,-2.521224,51.460754,On or near Salisbury Avenue,E01014676,Bristol 027D,Drugs,Offender sent to prison
a1a2400bd2dbefff16bde45080a993914793f0dbeba1b52e2281e645a8b3204a,2014-05,-2.535713,51.466426,On or near Speedwell Road,E01014685,Bristol 028C,Drugs,Under investigation
4745a27acb3cb5f5180a799c03c204f4b3dffe43c4cc44f3efedd3ba86e0cd4b,2014-05,-2.557693,51.460308,On or near Gilbert Road,E01014565,Bristol 029A,Drugs,Offender fined
4ab9fc966e37f3d2ff42c778409b8afddc9343bb726a8d9f2d777625082119b5,2014-05,-2.594267,51.449176,On or near Parking Area,E01014540,Bristol 032B,Drugs,Offender given a drugs possession warning
599d9cf83e92060654d21e1a3baabbe00269d35ef767e1dd49c8ab83dbb0c3a3,2014-05,-2.592686,51.455991,On or near Nightclub,E01014540,Bristol 032B,Drugs,Offender sent to prison
d346f1a78f7de43c3433116c4d748a43d4a0483d6e56fc37afc9f9d051780768,2014-05,-2.596865,51.45088,On or near Assembly Rooms Lane,E01014540,Bristol 032B,Drugs,Offender given a caution
e953e57da8982d13b34ff2e3888bdb9b317e4d8fd632b71a3dd3b73c510f219a,2014-05,-2.596865,51.45088,On or near Assembly Rooms Lane,E01014540,Bristol 032B,Drugs,Offender given a caution
76b0cddfe6d6b7a3a0bdf4381b5cd0928a8cf2dac00f9d7efac79cee2f194c6c,2014-05,-2.594702,51.450514,On or near Park/Open Space,E01014540,Bristol 032B,Drugs,Court result unavailable
9f82675cc1ac99683a93264d8ef3dbef48add4344e55bcc96dfcbc5d5d1ae441,2014-05,-2.591618,51.455735,On or near Pithay Court,E01014540,Bristol 032B,Drugs,Offender given community sentence
440c4de18a58eb9fa7e40dfb64ab9698c6b95b709c93e138181f24a4a6cdf565,2014-05,-2.594664,51.454281,On or near Corn Street,E01014540,Bristol 032B,Drugs,Offender given a caution
3e596b3a572eb4816fca4ae6f8faacb98352d5ea1d3e1cebf39c9be1f27adfe2,2014-05,-2.592874,51.45385,On or near Nightclub,E01014540,Bristol 032B,Drugs,Offender given a drugs possession warning
27b8e751599c46dbf843917ceac017ad4e014323d6eff5a9cac38a14d5e05852,2014-05,-2.59355,51.453819,On or near St Nicholas Street,E01014540,Bristol 032B,Drugs,Offender given a caution
8c74c8071d2d3f0a8ce89d2bf743fef6338f38a6e2ca831ce5598d02f0591102,2014-05,-2.595329,51.455582,On or near Bell Lane,E01014540,Bristol 032B,Drugs,Offender given a drugs possession warning
f3992850f0bdf456a7d9423c861615b95ef2e4c4d0e98291a7650e832ce57393,2014-05,-2.599052,51.455257,On or near Lodge Street,E01014540,Bristol 032B,Drugs,Offender given a caution
5cd1bf20d3ce167d2b0f695a2f630ba401036c1cf23252bc567b8fd508a6e149,2014-05,-2.594267,51.449176,On or near Parking Area,E01014540,Bristol 032B,Drugs,Offender given a caution
5d2e6448149e0c5c4eb8ccabfccc3ae2ead75d0c0a17c061976adea41350d054,2014-05,-2.594702,51.450514,On or near Park/Open Space,E01014540,Bristol 032B,Drugs,Under investigation
87219b5f0dcc8fc203cbe34f9a28ac5a139942d36fec9021201ac87a1b2c6747,2014-05,-2.606251,51.45656,On or near Supermarket,E01014542,Bristol 032C,Drugs,Offender given a caution
080147f09d3962b765c2cafd83308325cdeb0436618b92db62685503db3817ce,2014-05,-2.594626,51.456844,On or near Rupert Street,E01014542,Bristol 032C,Drugs,Offender deprived of property
0ee3f0b1d1549a3a3d45b11268ae32d6ab822011d5e01076b0c4ac1e05570c1f,2014-05,-2.607309,51.457112,On or near Nightclub,E01014542,Bristol 032C,Drugs,Offender given a caution
85d6814cd9becb802b4bef734d839749f1e414f78b93a9bf797d6abe96932c08,2014-05,-2.607309,51.457112,On or near Nightclub,E01014542,Bristol 032C,Drugs,Offender given a caution
71081b012f6c49ee5cde64b35c5efb28d3f93083f97c9afcc5406122827c475f,2014-05,-2.598225,51.452501,On or near Anchor Road,E01033345,Bristol 032F,Drugs,Offender given a caution
a5f052bf9c47ed3456f2e9c0c90cbcc062432ceedc2929de9db28ce383aa74ad,2014-05,-2.598225,51.452501,On or near Anchor Road,E01033345,Bristol 032F,Drugs,Offender given a caution
dd7a17c63b23a0d6f5d26d5d284c7a17ba029bd0022924f4a741b90219a6fc6f,2014-05,-2.598377,51.453175,On or near Theatre/Concert Hall,E01033345,Bristol 032F,Drugs,Under investigation
4d074be0e1c00c0c62789e15fbfe6ef490b8959137570f267ab3c7927d14e60d,2014-05,-2.610723,51.455134,On or near Meridian Vale,E01014555,Bristol 034D,Drugs,Offender given penalty notice
f1b199b003723bbd6bcc2bd88d389d095f43028849973c450158bddb56371355,2014-05,-2.611305,51.453485,On or near Bellevue,E01014555,Bristol 034D,Drugs,Offender given a drugs possession warning
e5c91ff8be81bad451fa3641b4c027aa83b22924fbcabd3cce78411ad7d64c04,2014-05,-2.611802,51.44111,On or near North Street,E01014700,Bristol 036E,Drugs,Court result unavailable
8aea96f9c621c524df52776fdb7855c36d56da8cd7fafa6cb00cb80d05be304f,2014-05,-2.6041,51.446231,On or near Coronation Road,E01014701,Bristol 036F,Drugs,Offender given a caution
5ec9f9f899f0284048969204428f68e2e9c2e18ee6ddaa4378d6dac86239ee2f,2014-05,-2.6041,51.446231,On or near Coronation Road,E01014701,Bristol 036F,Drugs,Offender given penalty notice
f66d9ff8f160afb7aeb0b48877affdfb45e9b8d81d73bb2de5d6096ded75105e,2014-05,-2.581674,51.443386,On or near Hill Street,E01014731,Bristol 037B,Drugs,Offender given community sentence
a6c4de1f49b69ce744e67ca69e3fd1aa61ba2fd78434b042e5275fa600d91730,2014-05,-2.545915,51.434674,On or near St Luke'S Mews,E01014527,Bristol 038E,Drugs,Offender deprived of property
092ba6b43ec4a7aabb0c55b94f09f390da23b33ad629cc30a11d97c011262809,2014-05,-2.605803,51.435791,On or near Chapel Barton,E01014500,Bristol 039A,Drugs,Offender given a caution
85f12d4af5025dc9f98d306aec10a70faa52abf0d1f3fbe3535923ac7a800567,2014-05,-2.588691,51.444196,On or near Whitehouse Place,E01033359,Bristol 039E,Drugs,Offender given a caution
b5a53039e7307108d9586e0c01a0beca3ace0634b08abffaf23138db99c591ab,2014-05,-2.603353,51.437629,On or near Skypark Road,E01033362,Bristol 039G,Drugs,Offender given a drugs possession warning
363c0bbda5f01b26ff1f815f4aa6502e14248a564741288fdbdb96bf0026b609,2014-05,-2.601402,51.439132,On or near Eaton Street,E01033362,Bristol 039G,Drugs,Offender given a caution
6e3d3b85a7588ffb2cfabf7fbee13f4e746b82cad99d889757953d07a526f855,2014-05,-2.597349,51.430656,On or near Haldon Close,E01014729,Bristol 040A,Drugs,Investigation complete; no suspect identified
296b9238aabfd8f2db1519d56aaf936986def949cb6313b61b613d35be0cf57b,2014-05,-2.586683,51.428974,On or near Kerry Road,E01014578,Bristol 044A,Drugs,Court result unavailable
3a24811842705be7376d3a3d11225225033bae565c358967011caf69ed9096aa,2014-05,-2.571165,51.42799,On or near Springleaze,E01014647,Bristol 044D,Drugs,Court result unavailable
c744c5997a8c299787c8fe7c360589c3b44447e01e631e9ff5204771805ec149,2014-05,-2.598447,51.427674,On or near Novers Park Close,E01014579,Bristol 045A,Drugs,Offender given conditional discharge
50e8f53fe2634d5b24c84b1f4bcabf964a473a3e5e15c960acc6b9a51a26410e,2014-05,-2.593985,51.42303,On or near Wardour Road,E01014582,Bristol 045D,Drugs,Defendant found not guilty
82166d7417adb6750cd209d38e45b807fa1b6429d039804a5ccf84065911b76a,2014-05,-2.569627,51.41647,On or near New Meadows,E01014608,Bristol 047B,Drugs,Offender given a caution
fad3aeae039b8019d4949b26c29238557c65d51aaa8512e97c2c0cec7043c978,2014-05,-2.604899,51.413092,On or near Luckley Avenue,E01014594,Bristol 048A,Drugs,Offender given a caution
1538746e7d6dbf452190927de6a9a6ed9134701bfd1ff4ff364de536792ab623,2014-05,-2.61547,51.411104,On or near Innox Gardens,E01014600,Bristol 048D,Drugs,Court result unavailable
e440f43faccb7c957d57a585415efc41e176075936d4fb9904600fc5aecee8d1,2014-05,-2.553083,51.415911,On or near Sturminster Close,E01014704,Bristol 049C,Drugs,Offender given a drugs possession warning
053c7823ff43910f0d6812e15a23b50cc69ce2feee0fe7b147343a7e0a2c9358,2014-05,-2.541457,51.410453,On or near Bifield Gardens,E01014707,Bristol 049F,Drugs,Offender given a caution
e4efcc833a09086ae19ea8bb00f65c49636b1ef4af2066b7480a96d075de5863,2014-05,-2.555844,51.425429,On or near Sports/Recreation Area,E01014708,Bristol 049G,Drugs,Offender given a caution
8bf0cea0b77e102a19e199c2420e7c2746b06d50c37c0ab56bf9aaa183f78653,2014-05,-2.558636,51.418474,On or near Eva Turner Close,E01014708,Bristol 049G,Drugs,Offender given a caution
90c3644f8bb4e96427afe3edc4dc9046f21d09ba2075856eb2e245e43d802871,2014-05,-2.62208,51.40865,On or near Three Wells Road,E01014515,Bristol 050A,Drugs,Offender given a drugs possession warning
b6940a9b7d1a024261547564779c031d718241be71fad994afa382e149121a7f,2014-05,-2.625036,51.40618,On or near Borleyton Walk,E01014516,Bristol 050B,Drugs,Court result unavailable
699c407826eebcb2e1add7e04d000af29d6e5deed92624aa8eddbc5bfbc54e7c,2014-05,-2.625036,51.40618,On or near Borleyton Walk,E01014516,Bristol 050B,Drugs,Offender given suspended prison sentence
16e6e2ee540ebda3fc17481bfaaa2fc6221abb92da3eda51c458c284e844c003,2014-05,-2.62554,51.409378,On or near Templeland Road,E01014516,Bristol 050B,Drugs,Unable to prosecute suspect
5b3bb4510e4d03d6bb70a083bda8e245f0da3925fdf5f88ad7239999ad19d86e,2014-05,-2.62554,51.409378,On or near Templeland Road,E01014516,Bristol 050B,Drugs,Offender given a caution
5bb5c781bbe93d1c40eff8c4d2d5c363bba847072ebea3ea841e968503d37ef2,2014-05,-2.563862,51.407263,On or near Maggs Lane,E01014612,Bristol 052B,Drugs,Offender given a drugs possession warning
7571649305e648f6c596363460b17d6b00fb6d2d80745126bc0f188bcbdb4e22,2014-05,-2.607255,51.404214,On or near Hartgill Close,E01014726,Bristol 053B,Drugs,Unable to prosecute suspect
617f1068e776096caa51b8eaddc5bf4fd9dd8b2046fa6c1fc4d2d4f5623248b9,2014-05,-2.607255,51.404214,On or near Hartgill Close,E01014726,Bristol 053B,Drugs,Offender given a caution
81525a63e96e5875666bf239d4d872cdb24f5249f77f54d79211df802871e415,2014-05,-2.595984,51.408624,On or near Wroughton Gardens,E01032514,Bristol 053E,Drugs,Offender given a caution
766c7ef8863dfead2f69269616a7f966ce003454353dd0754afef788dbf87b77,2014-05,-2.575336,51.450889,On or near Gas Lane,E01033352,Bristol 054A,Drugs,Offender given a caution
9f21626685ab30384a36e5f920841174841fc2e4332e880537fc2e27ad6af050,2014-05,-2.575336,51.450889,On or near Gas Lane,E01033352,Bristol 054A,Drugs,Offender given a drugs possession warning
0d206c97bc75c914676ebc1a34951ffc0c37e7ab91eaedb1214d3123a5056c5e,2014-05,-2.583635,51.451612,On or near Temple Back East,E01033353,Bristol 054B,Drugs,Offender given a caution
cf61b4cd4ab918750817a99bf522244301e76b3f72f5882d85aa7c11e44a438c,2014-05,-2.576808,51.458039,On or near Police Station,E01033358,Bristol 054D,Drugs,Offender sent to prison
df7bbd4631914a4b823fd2788afc0b712ee222814e0424bce55c475ac61fe2fd,2014-05,-2.576808,51.458039,On or near Police Station,E01033358,Bristol 054D,Drugs,Offender given a drugs possession warning
3d4e86412be14a289c98f4a0195d190f335124f9785b1adbe077e541b7a81daa,2014-05,-2.576808,51.458039,On or near Police Station,E01033358,Bristol 054D,Drugs,Offender fined
